time,Orientation_1,Orientation_2,Orientation_3,Acceleration_1,Acceleration_2,Acceleration_3,AngularVelocity_1,AngularVelocity_2,AngularVelocity_3,MagneticField_1,MagneticField_2,MagneticField_3
0,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.100000001490116,9.80000019073486,0.00109083078249646,0.00109083078249646,0,22.375,-18,23.0625
0.123,4.04370971071436,0.011999138607461,0.0174532925199433,0.230000004172325,-0.0700000002980232,9.8100004196167,-0.00109083078249646,0.00545415391248228,0.00109083078249646,22.6875,-18.6875,23.0625
0.249,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.119999997317791,9.82999992370605,0,-0.00218166156499291,-0.00109083078249646,21.6875,-18,23.0625
0.371,4.04370971071436,0.011999138607461,0.0174532925199433,0.200000002980232,-0.0799999982118607,9.82999992370605,0.00218166156499291,0.00327249234748937,0.00109083078249646,22,-18.375,23.5
0.496,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.109999999403954,9.82999992370605,0.00436332312998582,0.00436332312998582,-0.00109083078249646,22,-18.375,24.25
0.618,4.04370971071436,0.011999138607461,0.0174532925199433,0.159999996423721,-0.0900000035762787,9.85999965667725,0.00218166156499291,0.00218166156499291,0,22,-18,23.875
0.743,4.04370971071436,0.011999138607461,0.0174532925199433,0.189999997615814,-0.129999995231628,9.82999992370605,0.00109083078249646,-0.00436332312998582,-0.00109083078249646,21.25,-18,23.0625
0.866,4.04370971071436,0.011999138607461,0.0174532925199433,0.150000005960464,-0.0900000035762787,9.84000015258789,0.00109083078249646,0.00327249234748937,-0.00109083078249646,22.375,-18.375,23.875
0.991,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.119999997317791,9.82999992370605,0.00327249234748937,0.00109083078249646,0,22,-18,24.25
1.114,4.04370971071436,0.011999138607461,0.0174532925199433,0.159999996423721,-0.0900000035762787,9.84000015258789,-0.00218166156499291,0.00109083078249646,0.00327249234748937,22,-18.375,24.25
1.24,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.119999997317791,9.81999969482422,0,0.00218166156499291,0.00109083078249646,22,-18,23.5
1.363,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.0700000002980232,9.82999992370605,0,-0.00218166156499291,0.00109083078249646,21.5625,-18.375,22.25
1.489,4.04370971071436,0.011999138607461,0.0174532925199433,0.159999996423721,-0.119999997317791,9.82999992370605,0,0.00327249234748937,0.00109083078249646,22,-18,23.5
1.612,4.04370971071436,0.011999138607461,0.0174532925199433,0.159999996423721,-0.0900000035762787,9.84000015258789,0.00109083078249646,-0.00218166156499291,0,21.5625,-18.375,23.5
1.734,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.119999997317791,9.84000015258789,0,-0.00218166156499291,0.00109083078249646,22.375,-18.375,23.5
1.86,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.0900000035762787,9.82999992370605,-0.00109083078249646,-0.00545415391248228,-0.00109083078249646,21.5625,-18,23.0625
1.983,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.119999997317791,9.84000015258789,0.00327249234748937,-0.00218166156499291,-0.00327249234748937,22,-18,23.875
2.109,4.04370971071436,0.011999138607461,0.0174532925199433,0.159999996423721,-0.0700000002980232,9.82999992370605,0.00109083078249646,0.00109083078249646,0,22.375,-17.1875,24.25
2.232,4.04370971071436,0.011999138607461,0.0174532925199433,0.150000005960464,-0.100000001490116,9.84000015258789,0,-0.00218166156499291,0,21.25,-18.375,23.875
2.358,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.100000001490116,9.81999969482422,0.00109083078249646,-0.00436332312998582,0.00109083078249646,22,-17.1875,23.0625
2.481,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.119999997317791,9.84000015258789,0,0,0.00218166156499291,21.5625,-18.6875,23.5
2.606,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.100000001490116,9.82999992370605,-0.00109083078249646,0.00218166156499291,0,22,-17.1875,23.5
2.73,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.129999995231628,9.82999992370605,0,-0.00545415391248228,0.00109083078249646,22.375,-18,22.6875
2.854,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.109999999403954,9.80000019073486,0,0.00109083078249646,0,22,-18,22.6875
2.977,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.100000001490116,9.84000015258789,0.00109083078249646,0.00218166156499291,0,22,-18.6875,24.25
3.101,4.04370971071436,0.011999138607461,0.0174532925199433,0.159999996423721,-0.0900000035762787,9.78999996185303,-0.00109083078249646,-0.00109083078249646,0,20.875,-18,23.875
3.224,4.04370971071436,0.011999138607461,0.0174532925199433,0.189999997615814,-0.109999999403954,9.85000038146973,-0.00218166156499291,-0.00545415391248228,0.00109083078249646,21.5625,-17.5625,23.875
3.348,4.04370971071436,0.011999138607461,0.0174532925199433,0.159999996423721,-0.0799999982118607,9.81999969482422,-0.00109083078249646,0.00763581547747519,-0.00218166156499291,21.5625,-18.375,23.0625
3.473,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.109999999403954,9.81999969482422,0,-0.00436332312998582,0.00109083078249646,21.25,-18,23.0625
3.597,4.04370971071436,0.011999138607461,0.0174532925199433,0.150000005960464,-0.0900000035762787,9.82999992370605,0,-0.00109083078249646,0,22,-17.1875,24.25
3.722,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.100000001490116,9.85000038146973,0,0,0,22.375,-17.1875,23.0625
3.845,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.0599999986588955,9.84000015258789,0,0,0,21.5625,-18.6875,23.5
3.972,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.109999999403954,9.85999965667725,-0.00218166156499291,0.00109083078249646,0,22,-18,23.0625
4.094,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.0799999982118607,9.84000015258789,0,0.00109083078249646,-0.00109083078249646,22.375,-18,22.6875
4.22,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.0900000035762787,9.85999965667725,-0.00327249234748937,0.00109083078249646,0.00218166156499291,22,-17.5625,24.5625
4.344,4.04370971071436,0.011999138607461,0.0174532925199433,0.159999996423721,-0.0799999982118607,9.84000015258789,0,-0.00109083078249646,0,21.25,-17.5625,23.5
4.468,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.119999997317791,9.8100004196167,0,-0.00327249234748937,0,21.5625,-18.375,24.5625
4.591,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.0900000035762787,9.82999992370605,0,-0.00218166156499291,-0.00327249234748937,21.6875,-18.375,23.875
4.716,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.100000001490116,9.81999969482422,-0.00109083078249646,-0.00327249234748937,0.00109083078249646,22.6875,-18,25.0625
4.84,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.0900000035762787,9.82999992370605,0,0.00109083078249646,0,22,-18.6875,22.6875
4.964,4.04370971071436,0.011999138607461,0.0174532925199433,0.189999997615814,-0.109999999403954,9.82999992370605,0.00109083078249646,-0.00109083078249646,-0.00109083078249646,22,-17.5625,23.875
5.087,4.04370971071436,0.011999138607461,0.0174532925199433,0.159999996423721,-0.0900000035762787,9.85000038146973,-0.00218166156499291,-0.00109083078249646,0,22.375,-17.1875,23.5
5.211,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.100000001490116,9.84000015258789,0.00109083078249646,0,-0.00218166156499291,22,-18,23.875
5.336,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.0900000035762787,9.81999969482422,0,0.00109083078249646,0.00109083078249646,22.6875,-18.6875,23.875
5.46,4.04370971071436,0.011999138607461,0.0174532925199433,0.159999996423721,-0.119999997317791,9.84000015258789,0,-0.00109083078249646,0,23.0625,-18.375,24.25
5.586,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.100000001490116,9.85000038146973,0,-0.00109083078249646,-0.00218166156499291,21.6875,-18.375,23.5
5.708,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.109999999403954,9.85000038146973,0,-0.00218166156499291,-0.00109083078249646,22.375,-18,24.25
5.835,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.0900000035762787,9.81999969482422,-0.00218166156499291,0,0,22.6875,-18.375,24.25
5.957,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.119999997317791,9.8100004196167,-0.00109083078249646,-0.00109083078249646,0,21.25,-18.375,24.25
6.083,4.04370971071436,0.011999138607461,0.0174532925199433,0.159999996423721,-0.100000001490116,9.86999988555908,0.00109083078249646,-0.00327249234748937,-0.00109083078249646,21.5625,-18.375,23.5
6.206,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.100000001490116,9.84000015258789,0,0.00327249234748937,-0.00218166156499291,21.5625,-18.375,22.6875
6.331,4.04370971071436,0.011999138607461,0.0174532925199433,0.189999997615814,-0.100000001490116,9.8100004196167,0,-0.00109083078249646,-0.00218166156499291,21.5625,-18.375,23.5
6.454,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.100000001490116,9.81999969482422,0.00109083078249646,-0.00109083078249646,0.00109083078249646,21.5625,-18.375,24.25
6.579,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.100000001490116,9.82999992370605,-0.00218166156499291,-0.00218166156499291,0.00109083078249646,21.5625,-18,22.6875
6.701,4.04370971071436,0.011999138607461,0.0174532925199433,0.159999996423721,-0.109999999403954,9.82999992370605,-0.00109083078249646,0,-0.00109083078249646,22.375,-18.375,23.0625
6.827,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.0900000035762787,9.80000019073486,-0.00109083078249646,-0.00218166156499291,-0.00109083078249646,21.5625,-18,24.25
6.95,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.0900000035762787,9.84000015258789,-0.00109083078249646,0,0.00109083078249646,22,-18.375,23.5
7.074,4.04370971071436,0.011999138607461,0.0174532925199433,0.159999996423721,-0.0900000035762787,9.84000015258789,0,0.00218166156499291,0,22,-18.6875,22.6875
7.199,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.0900000035762787,9.8100004196167,0,-0.00109083078249646,0,22,-18.6875,23.875
7.322,4.04370971071436,0.011999138607461,0.0174532925199433,0.159999996423721,-0.100000001490116,9.81999969482422,0.00109083078249646,0.00327249234748937,0,22,-17.5625,23.5
7.447,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.109999999403954,9.8100004196167,0,-0.00327249234748937,-0.00109083078249646,21.5625,-18.375,23.5
7.57,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.0799999982118607,9.84000015258789,0,-0.00109083078249646,0.00109083078249646,22,-18.375,22.25
7.696,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.0900000035762787,9.84000015258789,0.00218166156499291,0.00109083078249646,-0.00109083078249646,22,-18.375,23.875
7.819,4.04370971071436,0.011999138607461,0.0174532925199433,0.150000005960464,-0.100000001490116,9.82999992370605,0,0.00218166156499291,0,21.25,-18.375,22.6875
7.944,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.109999999403954,9.82999992370605,0,0,-0.00109083078249646,21.6875,-18.375,23.875
8.067,4.04370971071436,0.011999138607461,0.0174532925199433,0.159999996423721,-0.100000001490116,9.85000038146973,-0.00109083078249646,0.00109083078249646,-0.00109083078249646,22,-18,22.6875
8.192,4.04370971071436,0.011999138607461,0.0174532925199433,0.159999996423721,-0.0900000035762787,9.8100004196167,-0.00109083078249646,0.00109083078249646,-0.00109083078249646,22,-18,23.5
8.315,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.100000001490116,9.84000015258789,0,-0.00109083078249646,0,20.875,-17.1875,24.25
8.44,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.100000001490116,9.82999992370605,-0.00109083078249646,-0.00109083078249646,0.00109083078249646,21.5625,-18,23.0625
8.562,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.0700000002980232,9.84000015258789,0.00109083078249646,0.00109083078249646,-0.00327249234748937,21.5625,-17.1875,24.25
8.687,4.04370971071436,0.011999138607461,0.0174532925199433,0.170000001788139,-0.109999999403954,9.81999969482422,-0.00109083078249646,0.00436332312998582,-0.00109083078249646,21.6875,-18.375,23.5
8.81,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.0799999982118607,9.85000038146973,-0.00218166156499291,0.00109083078249646,0.00109083078249646,22,-18.375,23.875
8.933,4.04370971071436,0.011999138607461,0.0174532925199433,0.180000007152557,-0.0900000035762787,9.85999965667725,0.00109083078249646,-0.00327249234748937,-0.00218166156499291,22.6875,-18.375,23.5
